,Implement,Load_Percentage,Speed,Area_Covered,HP_of_Tractor,Working_Depth,Working_Width,Fuel_Consumed,Fuel_Efficiency,Soil_Type,Terrain_Condition
366,Plow,50.268430735186186,7.898740815096692,4.432979819121968,61.93740939409773,29.31926507985831,,68.44,15.44,Clay,Slightly Hilly
367,Harrow,91.52494220001262,3.951604821235928,2.2185731607737873,91.34179195084955,9.444290339031188,,12.27,5.53,Loamy,Hilly
368,Sprayer,86.73463981421119,3.985940854909699,4.0662173187706365,33.0101441205625,,3.1573056192148616,35.01,8.61,Sandy,Hilly
369,Plow,97.04708939743477,7.860437534159599,1.5536636663142265,36.926632387892795,11.115445080956055,,10.66,6.86,Clay,Flat
370,Plow,71.20121148406842,5.227383579103216,3.2451554021423235,37.702756705826424,13.206755181727802,,7.35,2.27,Sandy,Slightly Hilly
371,Harrow,60.359267154975036,3.215181599284098,1.1952537858769738,75.14053905217406,26.20938333837292,,7.34,6.14,Clay,Very Hilly
372,Plow,54.318284308924994,6.9306508081174005,1.6390441785241927,31.149326283226923,21.471197195916776,,5.1,3.11,Clay,Very Hilly
373,Harrow,82.10105931224928,9.739516658240362,0.6007200085347573,75.31106422564923,6.95674862549963,,4.31,7.18,Silty,Very Hilly
374,Rotavator,77.5815176401525,2.4075884490895483,0.9909992814572555,82.80121853647766,10.040872768471788,,3.48,3.51,Silty,Slightly Hilly
375,Sprayer,83.7154677774609,8.871041515114314,2.2514198558349867,57.62415622120922,,2.390755363682555,65.98,29.31,Loamy,Hilly
376,Seeder,59.12798524754491,5.36910646251106,1.1603956882365092,46.0092517403118,,1.6662341847551843,5.69,4.91,Clay,Very Hilly
377,Harrow,58.73726225993216,9.276333310846088,1.1934187391278013,82.08918749851131,11.832692632643973,,10.87,9.11,Loamy,Slightly Hilly
378,Seeder,55.90010141196661,4.890428823942183,3.818546192812747,99.7498690198489,,1.4761929071185236,35.53,9.3,Sandy,Slightly Hilly
380,Rotavator,80.64364035191267,8.00770099769112,3.0494681607940364,99.72016072754253,26.21900998284751,,75.58,24.78,Loamy,Very Hilly
381,Rotavator,60.79695685303273,4.836169603194976,1.8451913819619665,45.16694213014055,5.889404092381879,,1.67,0.91,Sandy,Hilly
382,Sprayer,89.24030040209848,4.182916994650994,3.0237386823391637,46.71252432759309,,1.747520818815649,40.68,13.45,Loamy,Flat
383,Rotavator,82.08548541727453,9.543998032063996,1.4199015089623088,69.03658924708319,15.880268027433429,,21.31,15.01,Clay,Slightly Hilly
384,Rotavator,95.91878323222696,6.224498764317968,3.701917047825001,64.23302086428018,25.81923054755318,,75.83,20.48,Clay,Flat
385,Harrow,83.38966836191243,6.74031739546041,3.20051983622785,63.005468656963785,29.713919428159063,,81.21,25.37,Silty,Flat
386,Rotavator,99.77271109033539,8.18786967754044,2.4033202373084914,70.92609829573065,29.21950305411411,,80.23,33.38,Clay,Hilly
387,Sprayer,82.53416023581077,5.258672385723283,1.5003434807005274,84.37459139618868,,2.5380949638533465,33.47,22.31,Sandy,Hilly
388,Sprayer,91.23918583946208,9.69875873892746,3.8706038173267316,35.70088068988259,,2.752218945353762,124.45,32.15,Clay,Very Hilly
389,Seeder,73.63711386185462,8.315912064569474,3.656304594697687,37.697258756399776,,2.9857493311502306,74.74,20.44,Silty,Slightly Hilly
391,Harrow,70.6053849009317,5.0848648698431935,3.9518041711737633,72.6890455507945,13.139785636558175,,19.67,4.98,Clay,Very Hilly
392,Sprayer,55.76834110873419,5.660269856627582,3.430687244918132,44.423785728667994,,1.071632624949078,28.25,8.23,Clay,Flat
393,Sprayer,76.87960115112949,3.268070452464981,1.4449575667424097,47.06964773064847,,1.5797183930487055,11.4,7.89,Loamy,Flat
394,Seeder,93.84338685968837,9.364355588240448,4.363174192839756,43.908787607108394,,2.838772856835435,134.61,30.85,Clay,Very Hilly
395,Harrow,54.76449121243947,7.129303258536429,4.947034561368837,35.200656823811556,15.100213554716786,,14.95,3.02,Loamy,Hilly
396,Seeder,51.832019737317346,9.05502051743576,3.530154963909068,37.039241980440224,,3.9348333547440646,63.39,17.96,Loamy,Hilly
397,Plow,95.40525394946205,8.636972596347062,2.3043929845483246,31.75542662623992,9.827016488408661,,12.55,5.45,Clay,Flat
398,Sprayer,74.96599551528737,4.331257944244665,2.5629414581192798,90.5181887302987,,3.9754325667175516,73.82,28.8,Sandy,Hilly
399,Seeder,94.88240633727764,3.397992009718406,3.7473309479216366,33.436046634097195,,1.323716312304179,14.58,3.89,Clay,Hilly
400,Seeder,83.41229513412611,7.868640316019976,4.031224442711009,51.006794742185704,,3.9744697540756184,116.69,28.95,Silty,Hilly
401,Rotavator,75.25780012276101,2.3030965972741075,4.713527186892121,35.3788665823146,13.826990713679816,,4.78,1.01,Sandy,Very Hilly
402,Harrow,76.20049298403451,7.405457121342719,2.3747119275778052,96.4453008475142,5.944243322837924,,15.73,6.63,Silty,Hilly
403,Harrow,57.103835028515284,3.526442663267913,2.7564477227826014,72.67447938872075,15.137366002024661,,11.43,4.15,Clay,Hilly
404,Sprayer,66.44221645655357,6.865897861435011,3.3999233424090636,41.94803425354315,,2.7750055844127255,56.2,16.53,Clay,Very Hilly
405,Seeder,72.53093323256037,5.942436549607977,1.4735190550663395,53.1186594600645,,1.0306317861273542,9.39,6.37,Silty,Hilly
406,Plow,56.09904473717302,6.8347826731964485,3.781657691226225,47.73008778586839,10.51754107142886,,11.46,3.03,Clay,Hilly
408,Harrow,61.11887203613231,8.619373522517428,3.8347853394833544,47.283222274318625,12.444054655400627,,17.12,4.46,Loamy,Hilly
409,Harrow,87.95699758256805,4.321670931916111,1.0875277071074372,76.33650085943485,15.245044083176424,,15.43,14.19,Clay,Flat
410,Sprayer,84.63144239737034,8.382292640476024,2.2901514580068603,64.19695419043097,,1.3365941644311374,42.51,18.56,Clay,Very Hilly
411,Rotavator,99.42285915248243,2.9045927602014388,0.9703784226728901,36.82054319097071,26.143336631541334,,4.35,4.49,Loamy,Slightly Hilly
412,Rotavator,63.977292267710524,7.045093468976793,3.930386159094761,54.106303898897316,13.030789906576205,,22.06,5.61,Loamy,Flat
413,Seeder,62.428696639806105,2.410187856531315,2.4512926177403793,70.61079637213686,,3.2330178995851715,31.99,13.05,Clay,Slightly Hilly
414,Plow,62.48977034841634,9.860270608354508,2.354260942065754,96.63749158485741,5.318239967023148,,10.82,4.6,Clay,Hilly
416,Harrow,97.3881030232262,2.1078741897537876,4.858245319222936,52.37026747441499,22.520694003891645,,27.02,5.56,Loamy,Slightly Hilly
417,Plow,81.27290322555508,2.6789880355404625,3.7999566473927815,49.66180855198314,8.65690070672941,,4.34,1.14,Sandy,Flat
418,Harrow,54.85949111956669,9.67356028965771,2.4519201872909804,85.38853623868816,11.579183501219271,,18.41,7.51,Sandy,Very Hilly
419,Sprayer,81.60290840705039,2.456267439635229,1.6866116670337585,53.89734040360909,,3.7328115237068538,23.61,14.0,Loamy,Hilly
420,Seeder,81.44103475192586,3.569061934415596,4.918259842384324,65.98614520855713,,2.104734243604592,76.46,15.55,Silty,Flat
421,Sprayer,56.69999581336835,2.010675631399592,3.4413607942481397,33.826390863510134,,1.9230280693796262,12.7,3.69,Loamy,Flat
422,Rotavator,98.64803453820177,6.730647214511992,2.259638689425605,78.4294129190425,11.011933663223566,,31.91,14.12,Clay,Slightly Hilly
423,Rotavator,99.36222304238285,9.643834528782818,3.1368068116311636,36.78087743806281,10.846413069763123,,15.88,5.06,Sandy,Hilly
424,Seeder,81.86236934624043,9.644898242252374,0.5605132005662538,44.11839386851972,,1.2480742705872454,4.39,7.83,Sandy,Very Hilly
425,Seeder,89.81055811824777,5.944353043743127,4.714696384417511,93.77723333976795,,1.8563907520030245,125.38,26.59,Silty,Hilly
426,Rotavator,63.763555390017764,3.647386814657831,2.323653280014188,84.36663535446591,14.156560569478552,,10.33,4.45,Silty,Slightly Hilly
427,Harrow,90.59930127454223,6.262589003111434,2.2965049834525213,95.21636815018186,6.708506394738565,,18.86,8.21,Clay,Hilly
428,Plow,55.48422433563067,7.487728581653465,3.4036579486391316,53.63279172465573,29.94018522543022,,54.72,16.08,Clay,Flat
429,Seeder,63.19500719363658,6.964282809044957,3.4031941135979733,31.990046095983118,,2.241019552929385,16.8,4.94,Sandy,Hilly
430,Plow,85.08253193709373,9.522783836001555,3.2930829728400153,71.12184854135725,23.438677597391706,,79.51,24.15,Loamy,Flat
432,Harrow,99.62687019023211,7.092523164032492,3.1399872375577127,96.03787956003926,19.542044512560018,,103.76,33.05,Loamy,Flat
433,Seeder,57.422464436504484,9.475844199531437,3.823666445345161,42.22963883207893,,3.2928373208214627,82.1,21.47,Sandy,Flat
434,Rotavator,60.860738505053185,6.727843783004218,3.644808694821637,60.543309527463286,7.793224090038285,,8.47,2.32,Sandy,Slightly Hilly
435,Harrow,60.591967888910524,4.92789708366356,1.4222316544815463,74.09914434051097,27.263913302251254,,12.0,8.44,Sandy,Very Hilly
436,Rotavator,62.19270041146866,6.028286203112061,3.931314174670955,73.65398197359045,15.873206872871869,,33.33,8.48,Clay,Hilly
437,Seeder,99.0621678778686,6.113210078713141,1.8692027912240914,52.19605706681354,,1.7345795017043169,33.02,17.66,Clay,Slightly Hilly
438,Rotavator,90.87603919185759,4.216494597582334,1.1124533546337152,66.51741966885137,29.642521159573565,,15.36,13.81,Clay,Very Hilly
439,Sprayer,81.04751240402226,7.13193798878992,3.4839079967739743,44.38012109400822,,1.3844963858995856,37.97,10.9,Loamy,Very Hilly
440,Sprayer,55.82667341311558,6.424485372698658,4.28572558062523,70.73432322713819,,2.2239813736293423,121.4,28.33,Clay,Hilly
441,Sprayer,62.31291361249069,6.6682676507522265,4.262793249655583,32.36918434804192,,3.14538315912732,75.97,17.82,Sandy,Flat
442,Seeder,71.14416336903426,9.459918965700286,1.7166098973941468,52.62417293257161,,1.2213618109063096,18.26,10.64,Silty,Hilly
443,Sprayer,72.05634587596442,6.157127451779909,1.9629388570260902,41.338519815884865,,1.2302671206065936,14.35,7.31,Sandy,Flat
444,Seeder,83.58843330915363,9.238625098049528,2.7219494552909382,46.619046360911085,,2.475626043891306,53.04,19.49,Loamy,Hilly
446,Seeder,87.3316576607809,2.195882238897971,1.1786548148987308,40.31319083762662,,1.3214285995690196,1.56,1.32,Sandy,Very Hilly
447,Harrow,89.86116035600372,4.413421814956521,2.134107326148015,66.51128633585836,7.946815514977907,,8.36,3.92,Silty,Very Hilly
448,Rotavator,53.90862471711481,7.427800149065827,2.5579946225466497,79.48232650270688,11.67141615340123,,13.66,5.34,Sandy,Slightly Hilly
449,Seeder,63.84060917654138,8.078063757390805,4.816755720568873,41.114860384564665,,2.6018606449689865,67.15,13.94,Sandy,Slightly Hilly
450,Seeder,63.18997880116481,3.1094272428372856,3.306833705336442,93.77602465675639,,1.3775757461973157,20.54,6.21,Silty,Hilly
451,Seeder,70.44355000691625,4.395163619677419,4.648991701078763,31.465727563607796,,3.397520933588248,48.54,10.44,Clay,Flat
452,Seeder,50.186386916987885,9.08798842866495,3.263681831951997,91.401108399956,,1.8740371027239653,61.0,18.69,Sandy,Flat
453,Sprayer,86.18640958496121,3.367982068498251,0.8976855342448322,59.28756818501753,,1.8360153063458444,11.65,12.98,Sandy,Flat
454,Plow,57.8650999850669,2.692495402429177,1.0350790073899057,49.630352578545114,14.02537724822034,,1.52,1.47,Silty,Very Hilly
455,Plow,70.48666415798318,2.6694491395459528,1.4596741547071883,46.92126595360735,22.00828352528095,,4.37,2.99,Silty,Very Hilly
456,Plow,67.42306889216508,4.294676074912268,0.941295531780995,76.38088591635223,17.197993641458982,,5.47,5.81,Loamy,Flat
457,Rotavator,96.9696262262201,3.651635441976458,3.6734184439735382,45.2094273587695,28.12352098296295,,24.9,6.78,Sandy,Flat
458,Seeder,56.63436487553506,4.544705235397173,1.0346773767306434,49.029892367211474,,2.1435296177251724,8.73,8.44,Clay,Hilly
459,Harrow,60.01393027215809,6.81792020575548,0.5320543449878357,36.156402866571796,12.296772290691635,,1.45,2.72,Loamy,Very Hilly
460,Seeder,98.58863566566573,2.8463168632638043,1.7615737169085475,75.78285440204515,,1.8995124754540291,12.44,7.06,Sandy,Very Hilly
461,Rotavator,79.41080577318576,5.721446751023442,4.623303897518475,78.81948973020835,28.819428302054853,,52.67,11.39,Sandy,Very Hilly
462,Seeder,85.4817408384533,4.60015900650657,0.7019828958115548,40.26121204779963,,3.942624442898035,10.48,14.92,Sandy,Flat
464,Rotavator,61.4729023766308,5.444438308724332,0.665914774571369,74.37910063093716,9.685248974727248,,2.4,3.61,Silty,Very Hilly
465,Harrow,56.424591400668525,8.637263109934796,3.583264568507942,40.92947708790841,7.5734062370470765,,10.42,2.91,Clay,Slightly Hilly
466,Seeder,80.86166664693927,2.844346473415535,2.270583845997477,60.769543215436954,,1.3453339521572016,9.25,4.07,Silty,Hilly
467,Rotavator,59.814916225211476,4.6174276232877265,3.0860939871895385,81.72505336336339,25.913628430941458,,30.11,9.76,Loamy,Slightly Hilly
468,Seeder,62.06092877501979,5.187151699456294,1.6620102805793584,97.16779240536232,,2.2035503376833994,30.56,18.39,Silty,Hilly
469,Sprayer,53.49727265838454,5.052211666698237,1.0963110800304683,44.260333092767624,,3.841873572544208,24.79,22.61,Clay,Slightly Hilly
470,Sprayer,68.91791299527404,7.005121331125002,0.7713553650313842,64.42359562585739,,1.7328381740857668,17.71,22.97,Clay,Hilly
471,Plow,78.14130268617437,4.305978336843807,2.390437029310751,39.93580995012772,29.86237910270669,,17.48,7.31,Loamy,Slightly Hilly
472,Rotavator,85.64973516350916,7.797263272529328,3.6463617618632074,52.87417450167886,9.932716052565318,,12.91,3.54,Sandy,Very Hilly
473,Plow,80.54742189828572,9.106745323177133,4.671456344170906,42.506269435583285,5.2877820783864475,,9.98,2.14,Clay,Very Hilly
474,Plow,50.610732969228565,7.937092258566072,1.8394046528320678,63.767978584968965,10.319351721392866,,6.3,3.42,Loamy,Slightly Hilly
475,Sprayer,53.88285664237936,9.557403998885949,4.880083099589844,49.07241495357495,,1.0710028026473497,59.31,12.15,Clay,Flat
476,Rotavator,65.7337681586852,6.9923731665285445,0.5993225605676167,57.052553896252505,21.282266063850386,,7.25,12.09,Silty,Flat
477,Plow,61.65983666142225,5.719020201296458,4.044403760406601,46.309018508356374,21.50573006937945,,25.46,6.29,Loamy,Flat
478,Harrow,97.73706430104941,5.67107258522061,4.914965139142964,32.366152246453396,14.86329241073885,,18.04,3.67,Sandy,Hilly
479,Rotavator,92.9634883497424,5.140504971991181,4.583701633299759,74.22528418995066,12.380020729976351,,28.07,6.12,Silty,Very Hilly
480,Rotavator,54.52076593834779,8.049293711056876,1.5595324494292133,38.48743015789867,24.197565193324355,,9.92,6.36,Clay,Hilly
482,Sprayer,99.17295203598773,5.76966487190509,1.73758417409468,50.50086671070109,,2.6311518717548106,34.55,19.88,Sandy,Hilly
483,Harrow,55.924794547396026,3.990152757080934,1.1629353477300672,87.47402241229145,15.777592394103438,,10.67,9.17,Clay,Flat
484,Rotavator,63.90098590774241,8.855927007193948,2.416201793090356,68.80192828437879,26.908918319652816,,46.95,19.43,Clay,Hilly
485,Seeder,76.07106103040292,3.4576179715184354,2.78321151686565,99.61153468712945,,2.690000618412451,27.16,9.76,Sandy,Very Hilly
486,Rotavator,77.67258527319657,4.826685238099697,2.259835779316967,52.65232369922319,9.70335811773888,,8.61,3.81,Loamy,Slightly Hilly
487,Harrow,64.19038127719264,9.265336184668307,2.2671613666004586,35.55422947183065,11.538119465047206,,6.57,2.9,Sandy,Very Hilly
488,Plow,66.28539528090529,4.467970700774427,2.6365830809116306,94.51401162848158,7.09552842324377,,7.54,2.86,Silty,Hilly
489,Rotavator,87.3582758982559,6.714777916115574,1.9963500324716066,86.72974861259218,11.081430523853331,,21.12,10.58,Silty,Slightly Hilly
490,Seeder,79.20802436063039,8.853174559587956,4.685605231940009,42.421262368692425,,3.9231263917900967,160.45,34.24,Loamy,Slightly Hilly
491,Rotavator,70.12149192290413,5.3644240993310035,1.6097536585590508,81.14361520875019,21.818969206452365,,17.67,10.98,Loamy,Flat
492,Seeder,89.57393505219265,9.369609950195688,1.8789647774641884,40.77007778926145,,3.0066039666460074,59.0,31.4,Loamy,Slightly Hilly
493,Rotavator,58.941162048506854,9.49999155245556,2.204784864655536,45.49778220660329,28.702491693212554,,31.44,14.26,Loamy,Flat
495,Plow,51.58068815677167,8.54971995894455,2.22562065956766,43.73868212366969,13.10387380247453,,5.73,2.57,Loamy,Very Hilly
496,Seeder,84.30920318284097,4.552039564882503,1.3431398137513426,98.33447474779572,,2.4020352670308527,29.45,21.92,Clay,Hilly
497,Seeder,80.30056505292319,8.46586308361334,3.024600878637624,64.454644665959,,1.7825063790783966,42.23,13.96,Loamy,Very Hilly
498,Rotavator,51.84329633197244,5.497144966334164,1.209064206899072,88.1638665495481,21.32550987221133,,10.09,8.35,Sandy,Flat
499,Seeder,66.07891913692659,7.158226546105591,1.5647950064419218,34.055644821570866,,3.9733039303407462,29.93,19.12,Silty,Flat
500,Seeder,68.04266978141914,3.615286919896512,1.7759439938555923,93.59739885766123,,1.1622114553914602,11.49,6.47,Sandy,Slightly Hilly
501,Rotavator,71.32276916319671,3.374790554001194,4.651428161087155,69.80340893846457,7.599144392170672,,9.41,2.02,Loamy,Very Hilly
502,Seeder,90.29829676193222,8.493595346581989,3.3829361926043195,46.09241255783949,,1.2396750289554044,34.49,10.2,Loamy,Slightly Hilly
503,Harrow,73.54588775000968,8.243865928368706,0.7375750956795475,71.73027840267028,13.987128698587926,,9.19,12.47,Loamy,Slightly Hilly
504,Sprayer,69.97707576360969,3.422414522839957,1.6434394844919746,93.7885903327593,,1.169194208501637,12.53,7.63,Sandy,Flat
505,Rotavator,89.82295498919069,8.000864341290072,2.55552565588866,65.2932817712414,13.617121810034773,,26.07,10.2,Silty,Very Hilly
506,Plow,50.10765808737909,8.51976846537034,3.83492035979919,69.63500082598603,11.360002810338894,,19.22,5.01,Silty,Very Hilly
507,Rotavator,66.26038732219453,8.75020391841564,4.735457012383606,46.6473243486343,7.976562526208104,,16.86,3.56,Loamy,Hilly
508,Plow,60.020736980115345,6.07549551674456,2.905563146703335,64.51055985696149,11.096186845503844,,12.91,4.44,Silty,Slightly Hilly
509,Rotavator,78.58858981188524,9.41585768546199,0.9720904978900354,55.28547304841993,16.3151070102187,,7.98,8.21,Sandy,Slightly Hilly
510,Rotavator,94.68215824012958,6.584544608559819,1.424420073394395,44.080949445259584,20.149919272266303,,10.95,7.68,Loamy,Very Hilly
511,Sprayer,52.0312794057979,8.396637557227404,1.2165005159078262,83.92181541553599,,1.646857849576036,31.66,26.03,Silty,Hilly
512,Rotavator,59.35997731675083,3.154040677394338,2.6779300463951956,69.93176535309303,9.671941266427382,,8.17,3.05,Silty,Flat
513,Seeder,71.25287750004212,2.422787388235853,2.477691103420781,48.03402824268177,,1.7322950864536868,8.14,3.29,Loamy,Very Hilly
514,Rotavator,62.123277692501,2.8803163695535243,1.4917726507420914,45.80307239203471,28.65559703463416,,6.42,4.3,Silty,Hilly
515,Sprayer,52.761678376033714,6.930502085397459,1.2938590997854509,49.737329629879056,,3.147111850342743,36.24,28.01,Loamy,Flat
516,Plow,54.59057277766131,8.290400769536822,3.9367190582157363,61.05637547942433,20.913568086453598,,37.18,9.44,Silty,Hilly
517,Seeder,77.35306781893716,2.019184797024989,0.7732696697993193,45.711562235355885,,3.878917776398104,5.93,7.67,Clay,Slightly Hilly
518,Plow,67.79147742643914,4.1213405723106185,2.8491780219295118,61.30462498041941,20.341841557834854,,17.04,5.98,Clay,Hilly
519,Plow,53.54117463271574,3.2991204223016277,3.2766361981328265,51.07535913605965,27.106210621616704,,17.66,5.39,Silty,Flat
520,Harrow,61.951787011378855,6.616130481336941,2.6774765262240323,38.66911194607476,18.750485120514767,,24.06,8.98,Clay,Flat
521,Plow,89.17643799644856,5.584785835812033,4.842100136528576,62.230540600386064,18.3810486961966,,44.48,9.19,Clay,Hilly
522,Plow,73.07366417516103,8.78747726937873,1.4923057150575896,36.55195208330828,6.327399028934126,,2.51,1.68,Loamy,Hilly
523,Sprayer,59.97836486998119,9.682491808412856,2.4829671293961897,59.15635155010458,,1.4916220679972692,34.89,14.05,Loamy,Very Hilly
524,Plow,78.27875842922357,5.809441955767581,3.2420236108078004,97.74595625272424,17.76684045329491,,25.04,7.72,Sandy,Very Hilly
525,Harrow,81.32104787237922,7.101792958435046,4.922735600255442,58.607536638456196,6.33810146973754,,14.18,2.88,Sandy,Hilly
526,Sprayer,71.49429713097904,6.884239281842379,3.799150099940571,82.29454154879704,,1.0759160793981821,57.73,15.19,Silty,Very Hilly
527,Plow,88.44557129606801,7.82312759737385,3.2562379932819407,94.58439992479884,8.42750523809156,,38.96,11.96,Clay,Slightly Hilly
528,Plow,81.43404023386739,5.761977668498056,2.831558001105855,87.91513742252246,7.974134174334628,,20.96,7.4,Clay,Flat
529,Rotavator,59.12808099793794,6.056510356115291,1.7058635645745017,79.09202221093204,11.1957458130114,,10.27,6.02,Clay,Slightly Hilly
530,Seeder,76.62973163199563,4.459806139481048,4.215726515736586,57.507518491905415,,3.9279293808201343,67.9,16.11,Sandy,Flat
531,Plow,98.98753139173617,9.925204947117361,4.282817521951759,81.69428402094981,10.134957139651377,,37.6,8.78,Silty,Very Hilly
532,Rotavator,78.44465639357821,4.512299515416302,3.3076383133114344,62.20731617370399,5.6232164014265855,,6.56,1.98,Loamy,Hilly
533,Rotavator,85.42269295465456,9.443274666524362,1.8897986807032103,51.17662645499419,15.586822888151357,,22.27,11.78,Loamy,Hilly
534,Rotavator,81.26591709721004,6.793537469055511,1.13537023637066,96.30436690248114,26.683690011222307,,28.51,25.11,Loamy,Hilly
535,Plow,84.34999543360479,2.4173025116718874,2.9178469032736496,84.31323892372235,24.41259947973277,,22.4,7.68,Loamy,Slightly Hilly
536,Rotavator,90.8700256104388,5.402918109653071,1.8700308591639536,46.677301685019785,9.162476579549608,,5.49,2.93,Loamy,Hilly
537,Plow,82.42604856947051,9.784724663862445,3.764796476077853,52.243467763134035,24.211516779977675,,48.94,13.0,Silty,Hilly
538,Rotavator,70.80419755157456,8.045070851066924,0.8399643398777956,82.22200110196772,19.70920145557342,,15.97,19.01,Silty,Slightly Hilly
539,Harrow,67.52263848783454,7.281627686559206,2.9088823222833025,61.707868578648245,19.94555915836998,,35.66,12.26,Silty,Slightly Hilly
540,Seeder,81.68263684196066,3.408354119216633,2.3708539436591067,59.98506620042555,,3.7330110176523017,47.01,19.83,Loamy,Slightly Hilly
541,Rotavator,91.2436930779791,4.049440662405499,2.9368262004783667,50.67851830206604,17.784509002949477,,16.52,5.63,Silty,Slightly Hilly
542,Harrow,92.94738369996224,6.352973162471995,2.1224256546972367,51.5938006132174,21.964124357490924,,21.37,10.07,Sandy,Hilly
543,Rotavator,75.54912688944553,4.523110166052056,1.1223944750274617,52.41187669748764,12.358670050001118,,4.04,3.6,Silty,Slightly Hilly
544,Rotavator,57.855205244268234,2.4435383306219167,3.844011468952064,98.71313907471776,8.999119150482139,,7.84,2.04,Sandy,Slightly Hilly
545,Seeder,81.16249948381213,9.034687436556549,2.311773282914418,61.90810852289141,,3.0201555461451712,74.2,32.1,Sandy,Flat
546,Seeder,99.99209560889594,9.600753091657054,2.4834465048977235,34.90829733197919,,1.692380475599129,44.35,17.86,Silty,Slightly Hilly
547,Harrow,63.73058037544587,4.580992404293225,2.338774174381294,72.97805495703649,22.867480957848915,,28.87,12.34,Clay,Slightly Hilly
548,Harrow,79.23559727989971,7.5994166088050195,0.8582278358219475,57.29410171891029,13.437013676758854,,10.85,12.64,Silty,Flat
549,Plow,50.167281801978426,5.382260437977087,4.393678907314171,96.82845209021434,19.713901600555495,,40.59,9.24,Loamy,Flat
550,Seeder,58.32483526502995,8.197319814604935,1.5762842200152014,39.7152018934531,,3.323101661555247,22.21,14.09,Sandy,Slightly Hilly
551,Seeder,92.0350236321815,6.632372744676363,2.7644577723768187,40.278437465161296,,3.0000177675550557,36.36,13.15,Silty,Very Hilly
552,Plow,68.4391828061006,6.83069469624974,0.9893139303411527,89.82245230954862,22.12677533253052,,10.28,10.39,Sandy,Hilly
553,Plow,89.97769908157773,4.7442423209348705,4.691530480064031,54.44620103517049,29.603152733170422,,40.16,8.56,Clay,Very Hilly
554,Seeder,51.757714269795784,6.543116591495372,4.619877192588165,44.97164699353401,,2.940577734251134,54.41,11.78,Clay,Slightly Hilly
555,Rotavator,60.30083375109259,2.578011009947474,2.931885743478194,75.47568113679817,25.97310024622239,,14.33,4.89,Silty,Very Hilly
556,Harrow,85.38055302527435,4.316589587537256,1.0420608468479993,95.6818652065976,8.202616064014666,,8.7,8.34,Clay,Flat
557,Rotavator,51.0461751468375,9.561584558856257,2.8453254533961996,30.671489466326506,26.69136044238825,,19.86,6.98,Silty,Very Hilly
558,Seeder,52.67964350914075,4.726519438197231,2.2806334133167394,70.43363175137704,,3.2770131961731783,19.82,8.69,Sandy,Hilly
559,Plow,83.3558341604576,8.980505059210833,0.9497698042936098,72.11214589381348,20.676897668129012,,19.77,20.81,Clay,Slightly Hilly
560,Rotavator,64.44892777331832,9.64931224165453,2.6681924407753725,42.3761222758755,19.912533467129506,,28.46,10.66,Silty,Flat
561,Harrow,91.25966788687175,3.756641725952038,2.1343447016560364,37.65230089083462,12.617861204696613,,9.92,4.65,Clay,Slightly Hilly
562,Seeder,93.87284136545493,7.576565754384083,4.33941113274007,57.20736522203495,,2.994290042092615,113.78,26.22,Silty,Very Hilly
563,Rotavator,93.0873414192328,6.662837155650928,1.4366139207467716,75.48153029359902,22.77202260818615,,25.41,17.69,Sandy,Slightly Hilly
565,Harrow,95.14762900901984,2.96111950861592,1.5284225646318113,45.00246599792849,10.545524569578003,,3.85,2.52,Silty,Slightly Hilly
566,Sprayer,78.34210368253034,5.862505793353782,0.6833139278398952,83.83734578879123,,1.3309631823392087,12.03,17.61,Clay,Hilly
567,Harrow,50.68673110103809,8.655895184297812,0.565289379644113,43.44803809380703,25.28669411642432,,6.41,11.34,Clay,Slightly Hilly
568,Plow,90.62194630928227,8.6073175534814,4.95391238011972,72.44172031604037,23.32824979896209,,76.89,15.52,Loamy,Very Hilly
569,Plow,85.47350244309493,9.59039522796672,4.489106780402426,59.18680910894129,13.717672083722878,,42.09,9.38,Clay,Hilly
570,Rotavator,58.62435373411182,9.429538984952472,1.9345084706131037,82.46053518455925,11.980703348437553,,20.23,10.46,Clay,Slightly Hilly
571,Rotavator,98.98850544292245,5.604974842875292,3.372980351936412,69.93979046803,11.913668964610112,,21.38,6.34,Sandy,Hilly
572,Rotavator,96.9930878318466,6.84210026690975,3.83339716215726,42.376321406217805,20.996475801371545,,51.52,13.44,Loamy,Flat
573,Rotavator,94.54383643765951,9.489422688827638,2.3707657680282805,64.66648065482178,14.748753398153692,,42.49,17.92,Loamy,Slightly Hilly
574,Seeder,55.99357749682749,3.228945867197388,0.9165952652590446,65.69326318848819,,2.788719577016856,9.37,10.23,Clay,Flat
575,Harrow,77.77662815183268,2.679476169038697,1.8891362788444122,95.11908870472875,5.7047313867346165,,2.93,1.55,Silty,Very Hilly
576,Plow,93.83336285366688,3.4229823171301543,4.776201577972234,47.54743563228337,29.687762012254698,,28.61,5.99,Silty,Very Hilly
577,Plow,93.80638912582268,5.48584073543041,3.1875208339368135,31.10923229988119,20.44633572986263,,15.26,4.79,Loamy,Hilly
579,Sprayer,84.41399970259049,4.8744194957038705,3.4380594859869347,77.93491155223316,,3.4130143983766916,101.52,29.53,Silty,Very Hilly
580,Harrow,58.419682574813734,4.297739317901779,2.982562832683655,67.57449128230576,28.28371067802696,,24.74,8.3,Silty,Hilly
